Entity,Code,Day,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k
Ecuador,ECU,2023-10-16,0.0758358,0.0758358,0.0758358
Ecuador,ECU,2023-10-23,0.13964178,0.13964178,0.13964178
Ecuador,ECU,2023-10-30,0.13932432,0.13932432,0.13932432
Ecuador,ECU,2023-11-06,0.0855178,0.0855178,0.0855178
Ecuador,ECU,2023-11-13,0.13154699,0.13154699,0.13154699
Ecuador,ECU,2023-11-20,0.23757283,0.23757283,0.23757283
Ecuador,ECU,2023-11-27,0.15900578,0.15900578,0.15900578
Ecuador,ECU,2023-12-04,0.109960884,0.109960884,0.109960884
Ecuador,ECU,2023-12-11,0.10504052,0.10504052,0.10504052
Ecuador,ECU,2023-12-18,0.1167859,0.1167859,0.1167859
Ecuador,ECU,2023-12-25,0.011316397,0.39329568,-0.19582058
Ecuador,ECU,2024-01-01,-0.012693708,0.3976455,-0.20067514
Ecuador,ECU,2024-01-08,-0.020390116,0.25407386,-0.19235955
Ecuador,ECU,2024-01-15,-0.02665099,0.23873854,-0.20186853
Ecuador,ECU,2024-01-22,-0.02665099,0.23989704,-0.20186853
Ecuador,ECU,2024-01-27,-0.022805369,0.25738397,-0.19162078
Egypt,EGY,2020-01-01,0,0,0
Egypt,EGY,2020-01-06,0,0,0
Egypt,EGY,2020-01-13,0,0,0
Egypt,EGY,2020-01-20,0,0,0
Egypt,EGY,2020-01-27,-0.033934325,-0.033934325,-0.033934325
Egypt,EGY,2020-02-03,0.0037539338,0.0037539338,0.0037539338
Egypt,EGY,2020-02-10,0.0037539338,0.0037539338,0.0037539338
Egypt,EGY,2020-02-17,0.0037539338,0.0037539338,0.0037539338
Egypt,EGY,2020-02-24,0.0037539338,0.0037539338,0.0037539338
Egypt,EGY,2020-03-02,0.07266295,0.07266295,0.07266295
Egypt,EGY,2020-03-09,0.07266295,0.07266295,0.07266295
Egypt,EGY,2020-03-16,0.07266295,0.07266295,0.07266295
Egypt,EGY,2020-03-23,0.07266295,0.07266295,0.07266295
Egypt,EGY,2020-03-30,0.07266295,0.07266295,0.07266295
Egypt,EGY,2020-04-06,-0.004895074,-0.004895074,-0.004895074
Egypt,EGY,2020-04-13,-0.004895074,-0.004895074,-0.004895074
Egypt,EGY,2020-04-20,-0.004895074,-0.004895074,-0.004895074
Egypt,EGY,2020-04-27,-0.004895074,-0.004895074,-0.004895074
Egypt,EGY,2020-05-04,0.36502266,0.36502266,0.36502266
Egypt,EGY,2020-05-11,0.36502266,0.36502266,0.36502266
Egypt,EGY,2020-05-18,0.36502266,0.36502266,0.36502266
Egypt,EGY,2020-05-25,0.36502266,0.36502266,0.36502266
Egypt,EGY,2020-06-01,1.0721079,1.0721079,1.0721079
Egypt,EGY,2020-06-08,1.0721079,1.0721079,1.0721079
Egypt,EGY,2020-06-15,1.0721079,1.0721079,1.0721079
Egypt,EGY,2020-06-22,1.0721079,1.0721079,1.0721079
Egypt,EGY,2020-06-29,1.0721079,1.0721079,1.0721079
Egypt,EGY,2020-07-06,0.41133308,0.41133308,0.41133308
Egypt,EGY,2020-07-13,0.41133308,0.41133308,0.41133308
Egypt,EGY,2020-07-20,0.41133308,0.41133308,0.41133308
Egypt,EGY,2020-07-27,0.41133308,0.41133308,0.41133308
Egypt,EGY,2020-08-03,0.20263676,0.20263676,0.20263676
Egypt,EGY,2020-08-10,0.20263676,0.20263676,0.20263676
Egypt,EGY,2020-08-17,0.20263676,0.20263676,0.20263676
Egypt,EGY,2020-08-24,0.20263676,0.20263676,0.20263676
Egypt,EGY,2020-08-31,0.20263676,0.20263676,0.20263676
Egypt,EGY,2020-09-07,0.20440288,0.20440288,0.20440288
Egypt,EGY,2020-09-14,0.20440288,0.20440288,0.20440288
Egypt,EGY,2020-09-21,0.20440288,0.20440288,0.20440288
Egypt,EGY,2020-09-28,0.20440288,0.20440288,0.20440288
Egypt,EGY,2020-10-05,0.09149055,0.09149055,0.09149055
Egypt,EGY,2020-10-12,0.09149055,0.09149055,0.09149055
Egypt,EGY,2020-10-19,0.09149055,0.09149055,0.09149055
Egypt,EGY,2020-10-26,0.09149055,0.09149055,0.09149055
Egypt,EGY,2020-11-02,0.20222852,0.20222852,0.20222852
Egypt,EGY,2020-11-09,0.20222852,0.20222852,0.20222852
Egypt,EGY,2020-11-16,0.20222852,0.20222852,0.20222852
Egypt,EGY,2020-11-23,0.20222852,0.20222852,0.20222852
Egypt,EGY,2020-11-30,0.20222852,0.20222852,0.20222852
Egypt,EGY,2020-12-07,0.4588584,0.4588584,0.4588584
Egypt,EGY,2020-12-14,0.4588584,0.4588584,0.4588584
Egypt,EGY,2020-12-21,0.4588584,0.4588584,0.4588584
Egypt,EGY,2020-12-28,0.4588584,0.4588584,0.4588584
Egypt,EGY,2021-01-04,0.38903192,0.38903192,0.38903192
Egypt,EGY,2021-01-11,0.38903192,0.38903192,0.38903192
Egypt,EGY,2021-01-18,0.38903192,0.38903192,0.38903192
Egypt,EGY,2021-01-25,0.38903192,0.38903192,0.38903192
Egypt,EGY,2021-02-01,0.21850039,0.21850039,0.21850039
Egypt,EGY,2021-02-08,0.21850039,0.21850039,0.21850039
Egypt,EGY,2021-02-15,0.21850039,0.21850039,0.21850039
Egypt,EGY,2021-02-22,0.21850039,0.21850039,0.21850039
Egypt,EGY,2021-03-01,0.4515683,0.4515683,0.4515683
Egypt,EGY,2021-03-08,0.4515683,0.4515683,0.4515683
Egypt,EGY,2021-03-15,0.4515683,0.4515683,0.4515683
Egypt,EGY,2021-03-22,0.4515683,0.4515683,0.4515683
Egypt,EGY,2021-03-29,0.4515683,0.4515683,0.4515683
Egypt,EGY,2021-04-05,0.80466676,0.80466676,0.80466676
Egypt,EGY,2021-04-12,0.80466676,0.80466676,0.80466676
Egypt,EGY,2021-04-19,0.80466676,0.80466676,0.80466676
Egypt,EGY,2021-04-26,0.80466676,0.80466676,0.80466676
Egypt,EGY,2021-05-03,0.9250834,0.9250834,0.9250834
Egypt,EGY,2021-05-10,0.9250834,0.9250834,0.9250834
Egypt,EGY,2021-05-17,0.9250834,0.9250834,0.9250834
Egypt,EGY,2021-05-24,0.9250834,0.9250834,0.9250834
Egypt,EGY,2021-05-31,0.9250834,0.9250834,0.9250834
Egypt,EGY,2021-06-07,0.36585882,0.36585882,0.36585882
Egypt,EGY,2021-06-14,0.36585882,0.36585882,0.36585882
Egypt,EGY,2021-06-21,0.36585882,0.36585882,0.36585882
Egypt,EGY,2021-06-28,0.36585882,0.36585882,0.36585882
Egypt,EGY,2021-07-05,0.1448452,0.1448452,0.1448452
Egypt,EGY,2021-07-12,0.1448452,0.1448452,0.1448452
Egypt,EGY,2021-07-19,0.1448452,0.1448452,0.1448452
Egypt,EGY,2021-07-26,0.1448452,0.1448452,0.1448452
Egypt,EGY,2021-08-02,0.24963222,0.24963222,0.24963222
Egypt,EGY,2021-08-09,0.24963222,0.24963222,0.24963222
Egypt,EGY,2021-08-16,0.24963222,0.24963222,0.24963222
Egypt,EGY,2021-08-23,0.24963222,0.24963222,0.24963222
Egypt,EGY,2021-08-30,0.24963222,0.24963222,0.24963222
Egypt,EGY,2021-09-06,0.44532537,0.44532537,0.44532537
Egypt,EGY,2021-09-13,0.44532537,0.44532537,0.44532537
Egypt,EGY,2021-09-20,0.44532537,0.44532537,0.44532537
Egypt,EGY,2021-09-27,0.44532537,0.44532537,0.44532537
Egypt,EGY,2021-10-04,0.6606192,0.6606192,0.6606192
Egypt,EGY,2021-10-11,0.6606192,0.6606192,0.6606192
Egypt,EGY,2021-10-18,0.6606192,0.6606192,0.6606192
Egypt,EGY,2021-10-25,0.6606192,0.6606192,0.6606192
Egypt,EGY,2021-11-01,0.5227377,0.5227377,0.5227377
Egypt,EGY,2021-11-08,0.5227377,0.5227377,0.5227377
Egypt,EGY,2021-11-15,0.5227377,0.5227377,0.5227377
Egypt,EGY,2021-11-22,0.5227377,0.5227377,0.5227377
Egypt,EGY,2021-11-29,0.5227377,0.5227377,0.5227377
Egypt,EGY,2021-12-06,0.21262805,0.21262805,0.21262805
Egypt,EGY,2021-12-13,0.21262805,0.21262805,0.21262805
Egypt,EGY,2021-12-20,0.21262805,0.21262805,0.21262805
Egypt,EGY,2021-12-27,0.21262805,0.21262805,0.21262805
Egypt,EGY,2022-01-03,0.31256387,0.31256387,0.31256387
Egypt,EGY,2022-01-10,0.31256387,0.31256387,0.31256387
Egypt,EGY,2022-01-17,0.31256387,0.31256387,0.31256387
Egypt,EGY,2022-01-24,0.31256387,0.31256387,0.31256387
Egypt,EGY,2022-01-31,0.31256387,0.31256387,0.31256387
Egypt,EGY,2022-02-07,0.65496373,0.65496373,0.65496373
Egypt,EGY,2022-02-14,0.65496373,0.65496373,0.65496373
Egypt,EGY,2022-02-21,0.65496373,0.65496373,0.65496373
Egypt,EGY,2022-02-28,0.65496373,0.65496373,0.65496373
Egypt,EGY,2022-03-07,0.21083102,0.21083102,0.21083102
Egypt,EGY,2022-03-14,0.21083102,0.21083102,0.21083102
Egypt,EGY,2022-03-21,0.21083102,0.21083102,0.21083102
Egypt,EGY,2022-03-28,0.21083102,0.21083102,0.21083102
Egypt,EGY,2022-04-04,0.0754426,0.0754426,0.0754426
Egypt,EGY,2022-04-11,0.0754426,0.0754426,0.0754426
Egypt,EGY,2022-04-18,0.0754426,0.0754426,0.0754426
Egypt,EGY,2022-04-25,0.0754426,0.0754426,0.0754426
Egypt,EGY,2022-05-02,0.029943042,0.029943042,0.029943042
Egypt,EGY,2022-05-09,0.029943042,0.029943042,0.029943042
Egypt,EGY,2022-05-16,0.029943042,0.029943042,0.029943042
Egypt,EGY,2022-05-23,0.029943042,0.029943042,0.029943042
Egypt,EGY,2022-05-30,0.029943042,0.029943042,0.029943042
Egypt,EGY,2022-06-06,-0.015106023,-0.015106023,-0.015106023
Egypt,EGY,2022-06-13,-0.015106023,-0.015106023,-0.015106023
Egypt,EGY,2022-06-20,-0.015106023,-0.015106023,-0.015106023
Egypt,EGY,2022-06-27,-0.015106023,-0.015106023,-0.015106023
Egypt,EGY,2022-07-04,-0.014135288,-0.014135288,-0.014135288
Egypt,EGY,2022-07-11,-0.014135288,-0.014135288,-0.014135288
Egypt,EGY,2022-07-18,-0.014135288,-0.014135288,-0.014135288
Egypt,EGY,2022-07-25,-0.014135288,-0.014135288,-0.014135288
Egypt,EGY,2022-08-01,-0.042577233,-0.042577233,-0.042577233
Egypt,EGY,2022-08-08,-0.042577233,-0.042577233,-0.042577233
Egypt,EGY,2022-08-15,-0.042577233,-0.042577233,-0.042577233
Egypt,EGY,2022-08-22,-0.042577233,-0.042577233,-0.042577233
Egypt,EGY,2022-08-29,-0.042577233,-0.042577233,-0.042577233
Egypt,EGY,2022-09-05,-0.006786962,-0.006786962,-0.006786962
Egypt,EGY,2022-09-12,-0.006786962,-0.006786962,-0.006786962
Egypt,EGY,2022-09-19,-0.006786962,-0.006786962,-0.006786962
Egypt,EGY,2022-09-26,-0.006786962,-0.006786962,-0.006786962
Egypt,EGY,2022-10-03,0.15234862,0.15234862,0.15234862
Egypt,EGY,2022-10-10,0.15234862,0.15234862,0.15234862
Egypt,EGY,2022-10-17,0.15234862,0.15234862,0.15234862
Egypt,EGY,2022-10-24,0.15234862,0.15234862,0.15234862
Egypt,EGY,2022-10-31,0.15234862,0.15234862,0.15234862
Egypt,EGY,2022-11-07,0.1004178,0.1004178,0.1004178
Egypt,EGY,2022-11-14,0.1004178,0.1004178,0.1004178
Egypt,EGY,2022-11-21,0.1004178,0.1004178,0.1004178
Egypt,EGY,2022-11-28,0.1004178,0.1004178,0.1004178
Egypt,EGY,2022-12-05,-0.009275802,-0.009275802,-0.009275802
Egypt,EGY,2022-12-12,-0.009275802,-0.009275802,-0.009275802
Egypt,EGY,2022-12-19,-0.009275802,-0.009275802,-0.009275802
Egypt,EGY,2022-12-26,-0.009275802,-0.009275802,-0.009275802
Egypt,EGY,2023-01-02,-0.13720106,-0.13720106,-0.13720106
Egypt,EGY,2023-01-09,-0.13720106,-0.13720106,-0.13720106
Egypt,EGY,2023-01-16,-0.13720106,-0.13720106,-0.13720106
Egypt,EGY,2023-01-23,-0.13720106,-0.13720106,-0.13720106
Egypt,EGY,2023-01-30,-0.13720106,-0.13720106,-0.13720106
Egypt,EGY,2023-02-06,0.1003476,0.1003476,0.1003476
Egypt,EGY,2023-02-13,0.1003476,0.1003476,0.1003476
Egypt,EGY,2023-02-20,0.1003476,0.1003476,0.1003476
Egypt,EGY,2023-02-27,0.1003476,0.1003476,0.1003476
Egypt,EGY,2023-03-06,0.06382487,0.06382487,0.06382487
Egypt,EGY,2023-03-13,0.06382487,0.06382487,0.06382487
Egypt,EGY,2023-03-20,0.06382487,0.06382487,0.06382487
Egypt,EGY,2023-03-27,0.06382487,0.06382487,0.06382487
Egypt,EGY,2023-04-03,0.10706712,0.10706712,0.10706712
Egypt,EGY,2023-04-10,0.10706712,0.10706712,0.10706712
Egypt,EGY,2023-04-17,0.10706712,0.10706712,0.10706712
Egypt,EGY,2023-04-24,0.10706712,0.10706712,0.10706712
Egypt,EGY,2023-05-01,0.05758194,0.05758194,0.05758194
Egypt,EGY,2023-05-08,0.05758194,0.05758194,0.05758194
Egypt,EGY,2023-05-15,0.05758194,0.05758194,0.05758194
Egypt,EGY,2023-05-22,0.05758194,0.05758194,0.05758194
Egypt,EGY,2023-05-29,0.05758194,0.05758194,0.05758194
Egypt,EGY,2023-06-05,0.010151572,0.010151572,0.010151572
Egypt,EGY,2023-06-12,0.010151572,0.010151572,0.010151572
Egypt,EGY,2023-06-19,0.010151572,0.010151572,0.010151572
Egypt,EGY,2023-06-26,0.010151572,0.010151572,0.010151572
Egypt,EGY,2023-07-03,0.1940777,0.1940777,0.1940777
Egypt,EGY,2023-07-10,0.1940777,0.1940777,0.1940777
Egypt,EGY,2023-07-17,0.1940777,0.1940777,0.1940777
Egypt,EGY,2023-07-24,0.1940777,0.1940777,0.1940777
Egypt,EGY,2023-07-31,0.1940777,0.1940777,0.1940777
Egypt,EGY,2023-08-07,0.10061978,0.10061978,0.10061978
Egypt,EGY,2023-08-14,0.10061978,0.10061978,0.10061978
Egypt,EGY,2023-08-21,0.10061978,0.10061978,0.10061978
Egypt,EGY,2023-08-28,0.10061978,0.10061978,0.10061978
Egypt,EGY,2023-09-04,0.08676501,0.08676501,0.08676501
Egypt,EGY,2023-09-11,0.08676501,0.08676501,0.08676501
Egypt,EGY,2023-09-18,0.08676501,0.08676501,0.08676501
Egypt,EGY,2023-09-25,0.08676501,0.08676501,0.08676501
Egypt,EGY,2023-10-02,0.05730874,0.05730874,0.05730874
Egypt,EGY,2023-10-09,0.05730874,0.05730874,0.05730874
Egypt,EGY,2023-10-16,0.05730874,0.05730874,0.05730874
Egypt,EGY,2023-10-23,0.05730874,0.05730874,0.05730874
Egypt,EGY,2023-10-30,0.05730874,0.05730874,0.05730874
Egypt,EGY,2023-11-06,0.048035763,0.29838052,-0.07983208
Egypt,EGY,2023-11-13,0.048787355,0.31159157,-0.07624705
Egypt,EGY,2023-11-20,0.046345845,0.29632437,-0.0822848
Egypt,EGY,2023-11-27,0.04312483,0.2719975,-0.087627016
Egypt,EGY,2023-12-04,0.043883484,0.48862293,-0.065638974
Egypt,EGY,2023-12-11,0.043595634,0.48981607,-0.048850168
Egypt,EGY,2023-12-18,0.041173022,0.48378828,-0.070879444
Egypt,EGY,2023-12-25,0.02598113,0.48263377,-0.07443774
Egypt,EGY,2024-01-01,0.026351847,0.4816685,-0.06487801
Egypt,EGY,2024-01-08,0.026854062,0.5049605,-0.06264804
Egypt,EGY,2024-01-15,0.017512057,0.29851317,-0.12258694
Egypt,EGY,2024-01-22,0.01767992,0.29851317,-0.12258694
Egypt,EGY,2024-01-27,0.016502643,0.28440925,-0.12118075
El Salvador,SLV,2020-01-01,0,0,0
El Salvador,SLV,2020-01-06,0,0,0
El Salvador,SLV,2020-01-13,0,0,0
El Salvador,SLV,2020-01-20,0,0,0
El Salvador,SLV,2020-01-27,0.056940924,0.056940924,0.056940924
El Salvador,SLV,2020-02-03,-0.09393534,-0.09393534,-0.09393534
El Salvador,SLV,2020-02-10,-0.09393534,-0.09393534,-0.09393534
El Salvador,SLV,2020-02-17,-0.09393534,-0.09393534,-0.09393534
El Salvador,SLV,2020-02-24,-0.09393534,-0.09393534,-0.09393534
El Salvador,SLV,2020-03-02,-0.33731532,-0.33731532,-0.33731532
El Salvador,SLV,2020-03-09,-0.33731532,-0.33731532,-0.33731532
El Salvador,SLV,2020-03-16,-0.33731532,-0.33731532,-0.33731532
El Salvador,SLV,2020-03-23,-0.33731532,-0.33731532,-0.33731532
El Salvador,SLV,2020-03-30,-0.33731532,-0.33731532,-0.33731532
El Salvador,SLV,2020-04-06,-0.82517135,-0.82517135,-0.82517135
El Salvador,SLV,2020-04-13,-0.82517135,-0.82517135,-0.82517135
El Salvador,SLV,2020-04-20,-0.82517135,-0.82517135,-0.82517135
El Salvador,SLV,2020-04-27,-0.82517135,-0.82517135,-0.82517135
El Salvador,SLV,2020-05-04,-0.8040508,-0.8040508,-0.8040508
El Salvador,SLV,2020-05-11,-0.8040508,-0.8040508,-0.8040508
El Salvador,SLV,2020-05-18,-0.8040508,-0.8040508,-0.8040508
El Salvador,SLV,2020-05-25,-0.8040508,-0.8040508,-0.8040508
El Salvador,SLV,2020-06-01,1.1854362,1.1854362,1.1854362
El Salvador,SLV,2020-06-08,1.1854362,1.1854362,1.1854362
El Salvador,SLV,2020-06-15,1.1854362,1.1854362,1.1854362
El Salvador,SLV,2020-06-22,1.1854362,1.1854362,1.1854362
El Salvador,SLV,2020-06-29,1.1854362,1.1854362,1.1854362
El Salvador,SLV,2020-07-06,2.3318536,2.3318536,2.3318536
El Salvador,SLV,2020-07-13,2.3318536,2.3318536,2.3318536
El Salvador,SLV,2020-07-20,2.3318536,2.3318536,2.3318536
El Salvador,SLV,2020-07-27,2.3318536,2.3318536,2.3318536
El Salvador,SLV,2020-08-03,0.8763598,0.8763598,0.8763598
El Salvador,SLV,2020-08-10,0.8763598,0.8763598,0.8763598
El Salvador,SLV,2020-08-17,0.8763598,0.8763598,0.8763598
El Salvador,SLV,2020-08-24,0.8763598,0.8763598,0.8763598
El Salvador,SLV,2020-08-31,0.8763598,0.8763598,0.8763598
El Salvador,SLV,2020-09-07,0.3900639,0.64185846,0.032356296
El Salvador,SLV,2020-09-14,0.2853598,0.49367347,0.0370776
El Salvador,SLV,2020-09-21,0.2928888,0.46663168,0.037984677
El Salvador,SLV,2020-09-28,0.14244908,0.33999386,-0.000707736
El Salvador,SLV,2020-10-05,0.31723446,0.46792394,0.0633013
El Salvador,SLV,2020-10-12,0.31799874,0.41631648,0.05700653
El Salvador,SLV,2020-10-19,0.27083164,0.44790167,0.060899004
El Salvador,SLV,2020-10-26,0.31515732,0.47985545,0.057014138
El Salvador,SLV,2020-11-02,0.34810975,0.47379375,0.08179782
El Salvador,SLV,2020-11-09,0.3447511,0.49564853,0.099406555
El Salvador,SLV,2020-11-16,0.36791378,0.512024,0.09519573
El Salvador,SLV,2020-11-23,0.348642,0.5013623,0.082004145
El Salvador,SLV,2020-11-30,0.38943875,0.51130736,0.11330086
El Salvador,SLV,2020-12-07,0.53854626,0.60488725,0.13195243
El Salvador,SLV,2020-12-14,0.54586726,0.61256677,0.14548366
El Salvador,SLV,2020-12-21,0.54390794,0.5836596,0.14164905
El Salvador,SLV,2020-12-28,0.5624086,0.79840195,0.15930553
El Salvador,SLV,2021-01-04,0.57696533,0.75459975,0.17695437
El Salvador,SLV,2021-01-11,0.5540372,0.8443098,0.22104341
El Salvador,SLV,2021-01-18,0.60800683,0.7971185,0.21356201
El Salvador,SLV,2021-01-25,0.71955246,0.85932684,0.22510567
El Salvador,SLV,2021-02-01,0.5982762,0.7231153,0.15125833
El Salvador,SLV,2021-02-08,0.5267129,0.78399336,0.19235338
El Salvador,SLV,2021-02-15,0.36763915,0.614239,0.10200574
El Salvador,SLV,2021-02-22,0.37433797,0.5855976,0.1395279
El Salvador,SLV,2021-03-01,0.50541735,0.68985945,0.11590293
El Salvador,SLV,2021-03-08,0.36708593,0.5335161,0.07498462
El Salvador,SLV,2021-03-15,0.3870788,0.5947007,0.09259777
El Salvador,SLV,2021-03-22,0.44422635,0.59046435,0.005802763
El Salvador,SLV,2021-03-29,0.43279293,0.6419681,0.06375514
El Salvador,SLV,2021-04-05,0.4241034,0.6109639,0.07043407
El Salvador,SLV,2021-04-12,0.5171775,0.778349,0.09033195
El Salvador,SLV,2021-04-19,0.49810845,0.6888106,0.10875522
El Salvador,SLV,2021-04-26,0.4125809,0.6267241,0.049366713
El Salvador,SLV,2021-05-03,0.42942968,0.62172025,0.070920326
El Salvador,SLV,2021-05-10,0.40630952,0.5765464,0.055361286
El Salvador,SLV,2021-05-17,0.42161644,0.59790343,0.06948623
El Salvador,SLV,2021-05-24,0.4563104,0.62283677,0.07303192
El Salvador,SLV,2021-05-31,0.54527706,0.6160992,0.0886726
El Salvador,SLV,2021-06-07,0.48452052,0.5950199,0.06123865
El Salvador,SLV,2021-06-14,0.5100703,0.57765794,0.07496638
El Salvador,SLV,2021-06-21,0.51673007,0.6376723,0.116508715
El Salvador,SLV,2021-06-28,0.54741925,0.8497471,0.11358047
El Salvador,SLV,2021-07-05,0.6419282,0.9443564,0.18203513
El Salvador,SLV,2021-07-12,0.725413,1.007242,0.14624068
El Salvador,SLV,2021-07-19,0.8781297,1.2453061,0.17144737
El Salvador,SLV,2021-07-26,0.9367994,1.2243414,0.20502302
El Salvador,SLV,2021-08-02,0.99887806,1.3451769,0.35822576
El Salvador,SLV,2021-08-09,0.9511527,1.3698336,0.3433802
El Salvador,SLV,2021-08-16,0.9446342,1.3720834,0.35768965
El Salvador,SLV,2021-08-23,0.9266804,1.3040857,0.3348725
El Salvador,SLV,2021-08-30,1.0389435,1.5126573,0.30356967
El Salvador,SLV,2021-09-06,1.1462508,1.5893645,0.3746445
El Salvador,SLV,2021-09-13,1.0652356,1.4459178,0.4057224
El Salvador,SLV,2021-09-20,1.0740726,1.636008,0.38823158
El Salvador,SLV,2021-09-27,1.1334729,1.579925,0.50249493
El Salvador,SLV,2021-10-04,0.92630804,1.2947121,0.32447654
El Salvador,SLV,2021-10-11,0.8270524,1.1584201,0.37658727
El Salvador,SLV,2021-10-18,0.69798785,0.9927683,0.31676298
El Salvador,SLV,2021-10-25,0.64510965,0.89136183,0.28102663
El Salvador,SLV,2021-11-01,0.60139793,0.7121315,0.18370573
El Salvador,SLV,2021-11-08,0.5047228,0.6582825,0.21155395
El Salvador,SLV,2021-11-15,0.38881633,0.5102827,0.11325348
El Salvador,SLV,2021-11-22,0.20573014,0.34525958,0.021826478
El Salvador,SLV,2021-11-29,0.34671146,0.42940253,0.042365137
El Salvador,SLV,2021-12-06,0.19667736,0.33101922,0.016461695
El Salvador,SLV,2021-12-13,0.15965095,0.25515094,-0.043291178
El Salvador,SLV,2021-12-20,0.25569558,0.4205866,0.03653616
El Salvador,SLV,2021-12-27,0.31530106,0.51829386,0.035823133
El Salvador,SLV,2022-01-03,0.26409632,0.5358119,0.020487111
El Salvador,SLV,2022-01-10,0.24697751,0.6608603,0.054614145
El Salvador,SLV,2022-01-17,0.40033793,0.91248727,0.08931794
El Salvador,SLV,2022-01-24,0.43480954,1.0081484,0.24182907
El Salvador,SLV,2022-01-31,0.6303379,1.0678818,0.28973553
El Salvador,SLV,2022-02-07,0.59175193,0.9641559,0.20631954
El Salvador,SLV,2022-02-14,0.61173046,1.0016571,0.21894321
El Salvador,SLV,2022-02-21,0.8170901,1.0119478,0.2834832
El Salvador,SLV,2022-02-28,0.41485232,0.7189829,0.08685173
El Salvador,SLV,2022-03-07,0.659255,0.6875,0.15689252
El Salvador,SLV,2022-03-14,0.29221404,0.38618746,0.003636735
El Salvador,SLV,2022-03-21,0.19145687,0.45392442,0.046435382
El Salvador,SLV,2022-03-28,0.09195975,0.24700442,-0.080938764
El Salvador,SLV,2022-04-04,0.031580918,0.1380095,-0.09590535
El Salvador,SLV,2022-04-11,0.038408507,0.15784074,-0.08823638
El Salvador,SLV,2022-04-18,0.03463542,0.16777189,-0.10026119
El Salvador,SLV,2022-04-25,-0.018915648,0.15302518,-0.10409174
El Salvador,SLV,2022-05-02,0.009652007,0.1304037,-0.095752284
El Salvador,SLV,2022-05-09,0.026078312,0.34693637,-0.08663222
El Salvador,SLV,2022-05-16,-0.014176834,0.2946504,-0.10778987
El Salvador,SLV,2022-05-23,-0.030645013,0.33147416,-0.09703718
El Salvador,SLV,2022-05-30,0.055130206,0.3484574,-0.07119251
El Salvador,SLV,2022-06-06,0.0071020224,0.22650425,-0.08473086
El Salvador,SLV,2022-06-13,0.047533914,0.2987023,-0.041629694
El Salvador,SLV,2022-06-20,0.07604357,0.2828164,-0.05515927
El Salvador,SLV,2022-06-27,0.17241447,0.44266328,-0.010114465
El Salvador,SLV,2022-07-04,0.10403697,0.40636274,-0.02308187
El Salvador,SLV,2022-07-11,0.42772776,0.61079824,0.08591958
El Salvador,SLV,2022-07-18,0.101316094,0.3534893,-0.05078643
El Salvador,SLV,2022-07-25,0.12820031,0.4224439,-0.029916873
El Salvador,SLV,2022-08-01,0.37057847,0.5644611,0.019750979
El Salvador,SLV,2022-08-08,0.11629353,0.31799442,-0.045749053
El Salvador,SLV,2022-08-15,0.089855604,0.27020273,-0.06754013
El Salvador,SLV,2022-08-22,0.085381836,0.21763496,-0.10709575
El Salvador,SLV,2022-08-29,0.074595995,0.34201536,-0.07447986
El Salvador,SLV,2022-09-05,0.27313793,0.5691861,-0.004784478
El Salvador,SLV,2022-09-12,0.045265,0.2040967,-0.08065294
El Salvador,SLV,2022-09-19,0.057886153,0.18902667,-0.0804911
El Salvador,SLV,2022-09-26,0.063785285,0.18798034,-0.09794798
El Salvador,SLV,2022-10-03,0.052834813,0.19450644,-0.08750389
El Salvador,SLV,2022-10-10,0.050990146,0.20195349,-0.06925142
El Salvador,SLV,2022-10-17,0.05486511,0.26929054,-0.10355609
El Salvador,SLV,2022-10-24,0.063248806,0.27478477,-0.09741273
El Salvador,SLV,2022-10-31,0.06361101,0.2920599,-0.09389494
El Salvador,SLV,2022-11-07,0.060725097,0.28605613,-0.09444033
El Salvador,SLV,2022-11-14,0.07550533,0.29064417,-0.06128997
El Salvador,SLV,2022-11-21,0.14468785,0.2961081,-0.04372334
El Salvador,SLV,2022-11-28,0.23464206,0.35344604,-0.050800875
El Salvador,SLV,2022-12-05,0.2528695,0.34430233,-0.024427328
El Salvador,SLV,2022-12-12,0.2526062,0.4329134,-0.01802724
El Salvador,SLV,2022-12-19,0.25471398,0.45227525,-0.021507371
El Salvador,SLV,2022-12-26,0.055902943,0.29348943,-0.11319291
El Salvador,SLV,2023-01-02,0.047484256,0.32459006,-0.10538975
El Salvador,SLV,2023-01-09,0.026646396,0.24955162,-0.14491263
El Salvador,SLV,2023-01-16,0.02127369,0.2485172,-0.10784633
El Salvador,SLV,2023-01-23,0.020727785,0.246998,-0.10741525
El Salvador,SLV,2023-01-30,0.027512973,0.24924624,-0.11635346
El Salvador,SLV,2023-02-06,0.053113587,0.27277148,-0.097056314
El Salvador,SLV,2023-02-13,0.05280305,0.2695674,-0.08991382
El Salvador,SLV,2023-02-20,0.052660495,0.29739684,-0.106060684
El Salvador,SLV,2023-02-27,0.04627803,0.312838,-0.09720803
El Salvador,SLV,2023-03-06,0.045520257,0.2790522,-0.14170685
El Salvador,SLV,2023-03-13,0.046075925,0.27845252,-0.14287734
El Salvador,SLV,2023-03-20,0.0594509,0.31747568,-0.11407468
El Salvador,SLV,2023-03-27,0.044865735,0.27465728,-0.13791555
